time,l speed,r speed,l error,l effort,r error,r effort
9085,505.4348,518.0706,-405.4348,-72.82181,-418.0706,-75.71443
9136,505.4348,518.0706,-405.4348,-73.23535,-418.0706,-76.14086
9187,511.7527,524.3885,-411.7527,-73.67429,-424.3885,-76.59269
9238,505.4348,518.0706,-405.4348,-74.06889,-418.0706,-77.00017
9289,505.4348,518.0706,-405.4348,-74.48243,-418.0706,-77.4266
9340,505.4348,524.3885,-405.4348,-74.89597,-424.3885,-77.87843
9391,505.4348,518.0706,-405.4348,-75.30952,-418.0706,-78.2859
9442,511.7527,518.0706,-411.7527,-75.74846,-418.0706,-78.71233
9493,499.1168,524.3885,-399.1168,-76.11765,-424.3885,-79.16416
9544,511.7527,524.3885,-411.7527,-76.57555,-424.3885,-79.59704
9595,505.4348,518.0706,-405.4348,-76.97013,-418.0706,-80.00452
9646,505.4348,524.3885,-405.4348,-77.38367,-424.3885,-80.45634
9697,499.1168,524.3885,-399.1168,-77.77183,-424.3885,-80.88922
9748,505.4348,518.0706,-405.4348,-78.20432,-418.0706,-81.2967
9799,505.4348,524.3885,-405.4348,-78.61787,-424.3885,-81.74853
9850,505.4348,518.0706,-405.4348,-79.03141,-418.0706,-82.15601
9901,505.4348,524.3885,-405.4348,-79.44495,-424.3885,-82.60783
9952,505.4348,518.0706,-405.4348,-79.8585,-418.0706,-83.01531
